"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"fw-190d-9/neuroi/desc";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";;
"g_55_serie1/neuroi";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";;
"g_55_serie1/neuroi/desc";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";;
"mig_3_series_34/neuroi";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";;
"mig_3_series_34/neuroi/desc";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";;
"p-51d-5/neuroi";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";;
"p-51d-5/neuroi/desc";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";;
"spitfire_ix_early/neuroi";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";;
"spitfire_ix_early/neuroi/desc";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";;
"vg_33/neuroi";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";"<color=#CCA43B>NEUROI camouflage</color>";;
"vg_33/neuroi/desc";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";"<Strike Witches> Collaboration NEUROI camouflage";;
"cn_type_58/olyst";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";;
"fr_amx_13_dca_40/olyst";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";;
"fr_amx_m4/olyst";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";;
"fr_bat_chat_25t/olyst";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";;
"germ_pzkpfw_VI_ausf_b_tiger_IIh/olyst";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";;
"germ_pzkpfw_VI_ausf_b_tiger_IIp/olyst";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";;
"la-7/olyst";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";;
"uk_centurion_mk_1/olyst";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";"<color=#CCA43B><OC> OlySt Team camouflage</color>";;
"cn_type_58/olyst/desc";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";"<OlySt Cup> Special OlySt Team Tournament camouflage";;
