"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"weapons/su_ofab100_120";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";"114kg OFAB-100-120 HEF Bomb";;
"weapons/su_ofab100_120/short";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";"OFAB-100-120";;
"weapons/su_c1of_rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";"S-1OF Unguided Aerial Rocket";;
"weapons/su_c1of_rocket/short";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";"S-1OF UAR";;
"weapons/su_s_8m_rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";"S-8M Unguided Aerial Rocket";;
"weapons/su_s_8m_rocket/short";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";"S-8M UAR";;
"weapons/su_s_5k_rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";;
"weapons/su_s_5k_rocket_ub16";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";"S-5K Unguided Aerial Rocket";;
"weapons/su_s_5k_rocket/short";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";;
"weapons/su_s_5k_rocket_ub16/short";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";"S-5K UAR";;
"weapons/su_s_5kp_rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";"S-5KP Unguided Aerial Rocket";;
"weapons/su_s_5kp_rocket/short";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";"S-5KP UAR";;
"weapons/su_r_13m";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";"R-13M Air-to-Air Missile";;
"weapons/su_r_13m/short";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";;
"weapons/su_r_13m1";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";;
"weapons/su_r_13m1/short";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";;
"weapons/su_r_13m1_default";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";"R-13M1 Air-to-Air Missile";;
"weapons/su_r_13m1_default/short";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";"R-13M1";;
"weapons/su_r_23r";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";"R-23R Air-to-Air Missile";;
"weapons/su_r_23r/short";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";;
"weapons/su_r_23t";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";"R-23T Air-to-Air Missile";;
"weapons/su_r_23t/short";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";;
"weapons/su_r_24r";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";"R-24R Air-to-Air Missile";;
"weapons/su_r_24r/short";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";;
"weapons/su_r_24t";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";"R-24T Air-to-Air Missile";;
"weapons/su_r_24t/short";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";;
"weapons/su_r_3r";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";;
"weapons/su_r_3r/short";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";;
"weapons/su_r_3r_default";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";"R-3R Air-to-Air Missile";;
"weapons/su_r_3r_default/short";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";;
"weapons/su_r_3s";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";;
"weapons/su_r_3s/short";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";;
"weapons/su_r_3s_default";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";"R-3S Air-to-Air Missile";;
"weapons/su_r_3s_default/short";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";;
"weapons/su_r_27et";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";"R-27ET Air-to-Air Missile";;
"weapons/su_r_27et/short";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";"R-27ET";;
"weapons/su_r_27et1";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";"R-27ET1 Air-to-Air Missile";;
"weapons/su_r_27et1/short";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";"R-27ET1";;
"weapons/su_r_27er";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";"R-27ER Air-to-Air Missile";;
"weapons/su_r_27er/short";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";"R-27ER";;
"weapons/su_r_27r";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";;
"weapons/su_r_27r/short";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";;
"weapons/su_r_27r_default";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";"R-27R Air-to-Air Missile";;
"weapons/su_r_27r_default/short";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";"R-27R";;
"weapons/su_r_27t";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";"R-27T Air-to-Air Missile";;
"weapons/su_r_27t/short";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";"R-27T";;
"weapons/su_r_27er1";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";"R-27ER1 Air-to-Air Missile";;
"weapons/su_r_27er1/short";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";"R-27ER1";;
"weapons/su_r_27r1";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";;
"weapons/su_r_27r1/short";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";;
"weapons/su_r_27r1_default";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";"R-27R1 Air-to-Air Missile";;
"weapons/su_r_27r1_default/short";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";"R-27R1";;
