"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"5_56mm_m193_ball";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";"5.56x45mm, Ball, M193";;
"5_56mm_m196_tracer";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";"5.56x45mm, T, M196";;
"6_8mm_m1186_gp";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";"6.8x51mm, GP, M1186";;
"6_8mm_m1187_t";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";"6.8x51mm, GP-T, M1187";;
"6_8mm_m1184_ap";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";"6.8x51mm, SP, M1184";;
"6_8mm_tracer";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";"6.8x51mm, T, M1185";;
"7_62mm_m2_ball";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";".30-06, Ball, М2";;
"7_62mm_ap";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";".30-06, AP, М2";;
"7_62mm_tracer";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";".30-06, T, M25";;
"7_62mm_m993_ap";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";"7.62x51mm, AP, M993";;
"7_62mm_m118_ball";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";"7.62x51mm, Ball, M118";;
"7_62mm_m80_ball";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";"7.62x51mm, Ball, M80";;
"7_62mm_m59_ball";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";"7.62x51mm, Ball, M59";;
"7_62mm_m61_ap";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";"7.62x51mm, AP, M61";;
"7_62mm_m62_tracer";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";"7.62x51mm, T, M62";;
"9mm_m882_fmj";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";"9x19mm, Ball, M882";;
"9mm_m1152_fmj";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";"9x19mm, Ball, M1152";;
"9mm_m1153_jhp";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";"9x19mm, SP, M1153";;
"12_7mm_m20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";"12.7x99mm, API-T, M20";;
//GER//
"4_6mm_ap_sx";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";"AP, 4.6x30mm, DM31";;
"9mm_ppatr08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";"9x19mm PPatr.08";;
//RU//
"12_7mm_sn";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";"12.7x108mm AP, 7N34";;
"12_7mm_b32";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";"12.7x108mm API, 7BZ2";;
"12_7mm_bs41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";"12.7x108mm API, BS-41";;
"14_5mm_bs41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";"14.5x114mm API, BS-41";;
"5_45mm_7n24_ap";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";"5.45x39mm AP, 7N24";;
"5_45mm_7n39_ap";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";"5.45x39mm AP, 7N39";;
"5_45mm_7n6_gp";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";"5.45x39mm Ball, 7N6";;
"5_45mm_7n6m_ep";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";"5.45x39mm Ball, 7N6M";;
"5_45mm_7n10_ep";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";"5.45x39mm Ball, 7N10";;
"5_45mm_7n22_ep";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";"5.45x39mm AP, 7N22";;
"5_45mm_7t3_tracer";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";"5.45x39mm T, 7T3";;
"7_62mm_tt";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";"7.62x25mm Ball, 57N134";;
"7_62mm_57n134s";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";"7.62x25mm Ball, 57N134S";;
"7_62mm_m1943_gp";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";"7.62x39mm Ball, M43";;
"7_62mm_bz_ap";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";"7.62x39mm AP, 57BZ231";;
"7_62mm_57n231_gp";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";"7.62x39mm Ball, 57N231";;
"7_62mm_57n231_ep";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";"7.62x39mm Ball, 57N231M";;
"7_62mm_7n23_ap";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";"7.62x39mm AP, 7N23";;
"7_62mm_57t231_tracer";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";"7.62x39mm T, 57T231";;
