"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"title_battering_ram/desc";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";"<color=#CCA43B>Awarded for:</color> Object 120 pre-order";;

"title/title_battle_veteran";"Battle Veteran";"Vétéran de guerre";"Veterano di Guerra";"Kriegsveteran";"Veterano de Batalla";"Боевой ветеран";"Battle Veteran";"Battle Veteran";"Savaş Gazisi";"百\t战\t老\t兵";"Battle Veteran";"Battle Veteran";"Бойовий ветеран";"Battle Veteran";"Battle Veteran";"베테랑 용사";"Боевой ветеран";"Battle Veteran";"Battle Veteran";"Battle Veteran";"Cựu binh Chiến trận";;
"title/title_beach_heroes";"Beach Heroes";"Héros de la Plage";"Eroi della Spiaggia";"Strandhelden";"Héroes de Playa";"Герой Пляжа";"Plażowi Bohaterowie";"Plážový hrdinové";"Sahil Kahramanları";"喋\t血\t滩\t头";"Beach Heroes";"Heróis das Praias";"Пляжні герої";"Beach Heroes";"Beach Heroes";"바다의 영웅들";"Герой Пляжа";"Beach Heroes";"喋\t血\t灘\t頭";"Beach Heroes";"Anh hùng bờ biển";;
"title/title_beachhead_gold";"Beachhead Gold";"Tête de pont Gold";"Testa di Ponte Gold";"Brückenkopf Gold";"Cabeza de Playa Gold";"Плацдарм ""Голд""";"Plaża Gold";"Předmostí Gold";"Köprübaşı Altın";"浴\t血\t黄\t金\t滩\t头";"Beachhead Gold";"Cabeça de Praia Gold";"Плацдарм ""Голд""";"Beachhead Gold";"Gold partszakasz";"골드 상륙거점";"Beachhead Gold";"Beachhead Gold";"浴\t血\t黃\t金\t灘\t頭";"Beachhead Gold";"Bãi đổ bộ Gold";;
"title/title_beachhead_omaha";"Beachhead Omaha";"Tête de pont Omaha";"Testa di Ponte Omaha";"Brückenkopf Omaha";"Cabeza de Playa Omaha";"Плацдарм ""Омаха""";"Plaża Omaha";"Předmostí Omaha";"Omaha Köprübaşı";"浴\t血\t奥\t马\t哈\t滩\t头";"Beachhead Omaha";"Cabeça de Praia Omaha";"Плацдарм ""Омаха""";"Beachhead Omaha";"Omaha partszakasz";"오마하 상륙거점";"Beachhead Omaha";"Beachhead Omaha";"浴\t血\t奧\t馬\t哈\t灘\t頭";"Beachhead Omaha";"Bãi đổ bộ Omaha";;
"title/title_beard_man";"Beard man";"Homme barbu";"Uomo barbuto";"Bart-Mann";"Hombre Barba";"Beard man";"Brodacz";"Beard man";"Sakallı";"胡\t须\t男";"ひげだるま";"Beard man";"Beard man";"Beard man";"Beard man";"턱수염 남자";"Beard man";"Beard man";"鬍\t鬚\t男";"Beard man";"Người râu";;
"title/title_bedouin";"Bedouin";"Bédouin";"Beduino";"Beduine";"Beduino";"Бедуин";"Beduin";"Beduín";"Bedevi";"贝\t都\t因\t人";"Bedouin";"Beduíno";"Бедуїн";"Bedouin";"Beduin";"베두인";"Bedouin";"Bedouin";"貝\t都\t因\t人";"Bedouin";"Bedouin";;
"title_bedouin/desc";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";"<color=#CCA43B>Awarded for:</color> Super AMX-30 pre-order";;

"title/title_bengal_tiger";"Bengal tiger";"Tigre du Bengale";"Tigre del Bengala";"Bengalischer Tiger";"Tigre de Bengala";"Бенгальский тигр";"Tygrys Bengalski";"Bengálský tygr";"Bengal Kaplanı";"孟\t加\t拉\t勇\t虎";"Bengal tiger";"Tigre de Bengala";"Бенгальський тигр";"Bengal tiger";"Bengáli tigris";"벵골 호랑이";"Bengal tiger";"Bengal tiger";"孟\t加\t拉\t勇\t虎";"Bengal tiger";"Hổ Bengal";;
"title_bengal_tiger/desc";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";"<color=#CCA43B>Awarded for:</color> ␗T-69-IIG pre-order";;

"title/title_berserker";"Berserker";"Berserker";"Berserker";"Berserker";"Berserker";"Берсерк";"Berserker";"Berserker";"Asi";"狂\t战\t士";"Berserker";"Berserker";"Берсерк";"Berserker";"Dühöngő";"버서커";"Berserker";"Berserker";"狂\t戰\t士";"Berserker";"Berserker";;
"title_berserker/desc";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";"<color=#CCA43B>Awarded for:</color> CV 90105 (XC-8) pre-order";;

"title/title_best_buddies";"Best Buddies";"Copains comme Cochons";"Migliori Amici";"Beste Kumpel";"Mejores Amigos";"Лучшие Друзья";"Najlepsi Kumple";"Nejlepší přátelé";"Kankalar";"战\t场\t兄\t弟";"Best Buddies";"Melhores Amigos";"Кращі друзі";"Best Buddies";"Best Buddies";"죽마고우";"Лучшие Друзья";"Best Buddies";"戰\t場\t兄\t弟";"Best Buddies";"Bạn tốt";;
"title/title_best_goalkeeper_2023";"Best Goalkeeper 2023";"Meilleur gardien 2023";"Miglior portiere 2023";"Bester Torwärter 2023";"Mejor portero 2023";"Лучший вратарь 2023";"Najlepszy Bramkarz 2023";"Nejlepší brankář 2023";"Yılın Kalecisi 2023";"最\t佳\t门\t将 2023";"Best Goalkeeper 2023";"Melhor Guarda-redes 2023";"Кращий воротар 2023";"Best Goalkeeper 2023";"Best Goalkeeper 2023";"2023년 최고의 골키퍼";"Лучший вратарь 2023";"Best Goalkeeper 2023";"最\t佳\t門\t將 2023";"Best Goalkeeper 2023";"Thủ môn Xuất sắc nhất 2023";;
"title/title_best_goalkeeper_2024";"Best Goalkeeper 2024";"Meilleur gardien 2024";"Miglior portiere 2024";"Bester Torwart 2024";"Mejor Portero 2024";"Лучший вратарь 2024";"Najlepszy Bramkarz 2024";"Nejlepší brankář 2024";"Yılın Kalecisi 2024";"最\t佳\t门\t将 2024";"Best Goalkeeper 2024";"Melhor Guarda-redes 2024";"Найкращий воротар 2024";"Best Goalkeeper 2024";"Best Goalkeeper 2024";"2024년 최고의 골키퍼";"Лучший вратарь 2024";"Best Goalkeeper 2024";"最\t佳\t門\t將 2024";"Best Goalkeeper 2024";"Thủ môn Xuất sắc nhất 2024";;
"title/title_best_goalkeeper_2025";"Best Goalkeeper 2025";"Meilleur gardien 2025";"Miglior portiere 2025";"Bester Torwart 2025";"Mejor Portero 2025";"Лучший вратарь 2025";"Najlepszy Bramkarz 2025";"Best Goalkeeper 2025";"Yılın Kalecisi 2025";"最\t佳\t门\t将 2025";"Best Goalkeeper 2025";"Melhor Guarda-redes 2025";"Найкращий воротар 2025";"Best Goalkeeper 2025";"Best Goalkeeper 2025";"2025년 최고의 골키퍼";"Лучший вратарь 2025";"Best Goalkeeper 2025";"最\t佳\t門\t將 2025";"Best Goalkeeper 2025";"Thủ môn Xuất sắc nhất 2025";;
"title/title_best_goalkeeper_2026";"Best Goalkeeper 2026";"Meilleur gardien 2026";"Miglior portiere 2026";"Bester Torwart 2026";"Mejor Portero 2026";"Лучший вратарь 2026";"Best Goalkeeper 2026";"Best Goalkeeper 2026";"Yılın Kalecisi 2026";"最\t佳\t门\t将 2026";"Best Goalkeeper 2026";"Melhor Guarda-redes 2026";"Найкращий воротар 2026";"Best Goalkeeper 2026";"Best Goalkeeper 2026";"2026년 최고의 골키퍼";"Лучший вратарь 2026";"Best Goalkeeper 2026";"Best Goalkeeper 2026";"Best Goalkeeper 2026";"Thủ môn Xuất sắc nhất 2026";;
"title/title_best_striker_2023";"Best Striker 2023";"Meilleur buteur 2023";"Capocannoniere 2023";"Bester Stürmer 2023";"Mejor delantero 2023";"Лучший бомбардир 2023";"Najlepszy Napastnik 2023";"Nejlepší střelec 2023";"Yılın Forveti 2023";"最\t佳\t前\t锋 2023";"Best Striker 2023";"Melhor Avançado 2023";"Найкращий бомбардир 2023";"Best Striker 2023";"Best Striker 2023";"2023년 최고의 공격수";"Лучший бомбардир 2023";"Best Striker 2023";"最\t佳\t前\t鋒 2023";"Best Striker 2023";"Tiền đạo xuất sắc nhất năm 2023";;
"title/title_best_striker_2024";"Best Striker 2024";"Meilleur buteur 2024";"Capocannoniere 2024";"Bester Stürmer 2024";"Mejor Delantero 2024";"Лучший бомбардир 2024";"Najlepszy Napastnik 2024";"Nejlepší střelec 2024";"Yılın Forveti 2024";"最\t佳\t前\t锋 2024";"Best Striker 2024";"Melhor Avançado 2024";"Найкращий нападник 2024";"Best Striker 2024";"Best Striker 2024";"2024년 최고의 공격수";"Лучший бомбардир 2024";"Best Striker 2024";"最\t佳\t前\t鋒 2024";"Best Striker 2024";"Tiền đạo xuất sắc nhất năm 2024";;
"title/title_best_striker_2025";"Best Striker 2025";"Meilleur buteur 2025";"Capocannoniere 2025";"Bester Stürmer 2025";"Mejor Delantero 2025";"Лучший бомбардир 2025";"Najlepszy Napastnik 2025";"Best Striker 2025";"Yılın Forveti 2025";"最\t佳\t前\t锋 2025";"Best Striker 2025";"Melhor Avançado 2025";"Найкращий нападник 2025";"Best Striker 2025";"Best Striker 2025";"2025년 최고의 공격수";"Лучший бомбардир 2025";"Best Striker 2025";"最\t佳\t前\t鋒 2025";"Best Striker 2025";"Tiền đạo xuất sắc nhất năm 2025";;
"title/title_best_striker_2026";"Best Striker 2026";"Meilleur buteur 2026";"Capocannoniere 2026";"Bester Stürmer 2026";"Mejor Delantero 2026";"Лучший бомбардир 2026";"Best Striker 2026";"Best Striker 2026";"Yılın Forveti 2026";"最\t佳\t前\t锋 2026";"Best Striker 2026";"Melhor Avançado 2026";"Найкращий нападник 2026";"Best Striker 2026";"Best Striker 2026";"2026년 최고의 공격수";"Лучший бомбардир 2026";"Best Striker 2026";"Best Striker 2026";"Best Striker 2026";"Tiền đạo Xuất sắc nhất 2026";;
"title/title_best_winger_2023";"Best Winger 2023";"Meilleur ailier 2023";"Ala migliore 2023";"Bester Flügelspieler 2023";"Mejor extremo 2023";"Лучший ассистент 2023";"Najlepszy Skrzydłowy 2023";"Nejlepší křídlo 2023";"Yılın Kanat Oyuncusu 2023";"最\t佳\t边\t锋 2023";"Best Winger 2023";"Melhor Extremo 2023";"Найкращий асистент 2023";"Best Winger 2023";"Best Winger 2023";"2023년 최고의 윙 플레이어";"Лучший ассистент 2023";"Best Winger 2023";"最\t佳\t邊\t鋒 2023";"Best Winger 2023";"Cầu thủ cánh xuất sắc nhất năm 2023";;
"title/title_best_winger_2024";"Best Winger 2024";"Meilleur ailier 2024";"Ala migliore 2024";"Bester Flügelspieler 2024";"Mejor Extremo 2024";"Лучший ассистент 2024";"Najlepszy Skrzydłowy 2024";"Best Winger 2024";"Yılın Kanat Oyuncusu 2024";"最\t佳\t边\t锋 2024";"Best Winger 2024";"Melhor Extremo 2024";"Найкращий асистент 2024";"Best Winger 2024";"Best Winger 2024";"2024년 최고의 윙 플레이어";"Лучший ассистент 2024";"Best Winger 2024";"最\t佳\t邊\t鋒 2024";"Best Winger 2024";"Cầu thủ cánh xuất sắc nhất năm 2024";;
"title/title_best_winger_2025";"Best Winger 2025";"Meilleur ailier 2025";"Ala migliore 2025";"Bester Flügelspieler 2025";"Mejor Extremo 2025";"Лучший ассистент 2025";"Najlepszy Skrzydłowy 2025";"Best Winger 2025";"Yılın Kanat Oyuncusu 2025";"最\t佳\t边\t锋 2025";"Best Winger 2025";"Melhor Extremo 2025";"Найкращий асистент 2025";"Best Winger 2025";"Best Winger 2025";"2025년 최고의 윙 플레이어";"Лучший ассистент 2025";"Best Winger 2025";"最\t佳\t邊\t鋒 2025";"Best Winger 2025";"Cầu thủ cánh xuất sắc nhất năm 2025";;
"title/title_best_winger_2026";"Best Winger 2026";"Meilleur ailier 2026";"Ala migliore 2026";"Bester Flügelspieler 2026";"Mejor Extremo 2026";"Лучший ассистент 2026";"Best Winger 2026";"Best Winger 2026";"Yılın Kanat Oyuncusu 2026";"最\t佳\t边\t锋 2026";"Best Winger 2026";"Best Winger 2026";"Найкращий асистент 2026";"Best Winger 2026";"Best Winger 2026";"2026년 최고의 윙 플레이어";"Лучший ассистент 2026";"Best Winger 2026";"Best Winger 2026";"Best Winger 2026";"Cầu thủ Cánh xuất sắc nhất 2026";;
"title/title_beyond_reproach";"Beyond Reproach";"Sans reproche";"Oltre il rimprovero";"Über jeden Zweifel erhaben";"Sin Reproche";"Безупречный";"Ponad wszelką krytykę";"Za výčitky";"Kusursuz";"完\t美\t无\t瑕";"Beyond Reproach";"Irrepreensível";"Бездоганний";"Beyond Reproach";"Kifogástalan";"완벽한 자";"Бездакорны";"Beyond Reproach";"完\t美\t無\t瑕";"Beyond Reproach";"Không thể chê trách";;
"title_beyond_reproach/desc";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";"<color=#CCA43B>Awarded for:</color> D.371 (HS.9) pre-order";;

"title/title_big_ben";"Big Ben";"Big Ben";"Big Ben";"Big Ben";"Big Ben";"Большой Бен";"Big Ben";"Big Ben";"Big Ben";"大\t本\t钟";"Big Ben";"Big Ben";"Біг Бен";"Big Ben";"Big Ben";"빅 벤";"Большой Бен";"Big Ben";"Big Ben";"Big Ben";"Big Ben";;
"title_big_ben/desc";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";"<color=#CCA43B>Awarded for:</color> Vickers MBT 3 (GBT 155) pre-order";;
